search_strategy,num_words,num_states,query_len,num_beam,recall,results,query,target,lattice_num_states,alpha,search_stage,time_seconds,words_per_sec
beam_forward_backward,20,161,10,50.0,0.0,"[('wheeled', 10.437122803145462), ('sothiac', 10.44770104393335), ('cinter', 11.413330392490998), ('lithodesma', 12.285002750824837), ('photopathic', 12.36467988582963), ('sawder', 12.380003270050572), ('epistemonic', 13.275266728915446), ('oviculum', 13.288275194144648), ('philosophically', 14.242408627080511), ('unquiescence', 14.26368194083717), ('dialectic', 14.280454370067915), ('moralistic', 14.293366732452085), ('dentinoblast', 15.187723882175755), ('proletarianism', 16.125004582294718), ('spectroradiometry', 16.23614189680478)]",tyapdamsnt,testament,,5.62341325190349,lexicon_preproc_time,0.001489761983975768,671.2481663220275
beam,20,161,10,100.0,1.0,"[('testament', 5.0), ('sawder', 8.0), ('myelocytic', 9.0), ('dialectic', 9.0), ('wallop', 9.0), ('sothiac', 9.0), ('hurroosh', 9.0), ('lithodesma', 9.0), ('epistemonic', 9.0), ('moralistic', 10.0), ('cinter', 10.0), ('photopathic', 13.0), ('dentinoblast', 14.0), ('proletarianism', 16.0), ('dunderheadedness', 16.0), ('philosophically', 17.0), ('spectroradiometry', 18.0)]",tyapdamsnt,testament,,0.0,lexicon_preproc_time,0.0003303150297142565,3027.412954430392
beam,20,161,10,100.0,0.0,"[('wheeled', 10.437122803145465), ('cinter', 11.413330392490998), ('hurroosh', 11.467791547538157), ('lithodesma', 12.28500275082484), ('sothiac', 12.346403154178194), ('sawder', 12.380003270050572), ('testament', 12.384550834145488), ('wallop', 12.4150079770015), ('photopathic', 13.261561798352673), ('epistemonic', 13.275266728915446), ('oviculum', 13.31507117975666), ('unquiescence', 14.26368194083717), ('moralistic', 14.277128046020415), ('dialectic', 14.280454370067915), ('myelocytic', 14.28681644277511), ('dentinoblast', 15.187723882175753), ('spectroradiometry', 16.184354354734097), ('philosophically', 16.19142407959823), ('dunderheadedness', 17.19319129537269)]",tyapdamsnt,testament,,5.62341325190349,lexicon_preproc_time,0.0003117710002698004,3207.4824122019686
beam_forward_backward,20,161,10,100.0,1.0,"[('testament', 5.0), ('sawder', 8.0), ('myelocytic', 9.0), ('dialectic', 9.0), ('wallop', 9.0), ('sothiac', 9.0), ('hurroosh', 9.0), ('lithodesma', 9.0), ('epistemonic', 9.0), ('moralistic', 10.0), ('cinter', 10.0), ('photopathic', 10.0), ('dentinoblast', 10.0), ('oviculum', 10.0), ('wheeled', 11.0), ('proletarianism', 12.0), ('dunderheadedness', 15.0), ('philosophically', 15.0), ('spectroradiometry', 18.0)]",tyapdamsnt,testament,,0.0,lexicon_preproc_time,0.0015283449902199209,654.302534047699
beam_forward_backward,20,161,10,100.0,0.0,"[('wheeled', 10.437122803145462), ('sothiac', 10.44770104393335), ('sawder', 10.478609879776803), ('dialectic', 11.388456178832804), ('cinter', 11.413330392490998), ('hurroosh', 11.467791547538157), ('lithodesma', 12.285002750824837), ('photopathic', 12.36467988582963), ('myelocytic', 12.367080367925864), ('testament', 12.384550834145488), ('wallop', 12.394786994545495), ('epistemonic', 13.275266728915446), ('oviculum', 13.288275194144648), ('philosophically', 14.242408627080511), ('unquiescence', 14.26368194083717), ('moralistic', 14.277128046020415), ('dentinoblast', 15.187723882175753), ('proletarianism', 16.125004582294718), ('dunderheadedness', 16.181498160411074), ('spectroradiometry', 16.184354354734097)]",tyapdamsnt,testament,,5.62341325190349,lexicon_preproc_time,0.0015375220100395381,650.3971933216648
beam,20,161,10,200.0,1.0,"[('testament', 5.0), ('sawder', 8.0), ('myelocytic', 9.0), ('dialectic', 9.0), ('wallop', 9.0), ('sothiac', 9.0), ('hurroosh', 9.0), ('lithodesma', 9.0), ('epistemonic', 9.0), ('cinter', 10.0), ('moralistic', 10.0), ('oviculum', 10.0), ('wheeled', 10.0), ('photopathic', 11.0), ('dentinoblast', 12.0), ('unquiescence', 12.0), ('proletarianism', 14.0), ('philosophically', 15.0), ('dunderheadedness', 16.0), ('spectroradiometry', 17.0)]",tyapdamsnt,testament,,0.0,lexicon_preproc_time,0.0003501629689708352,2855.8131173581896
beam,20,161,10,200.0,0.0,"[('wheeled', 10.437122803145465), ('hurroosh', 10.500955678164024), ('cinter', 11.413330392490998), ('wallop', 11.422156443213892), ('lithodesma', 12.28500275082484), ('sothiac', 12.346403154178194), ('sawder', 12.380003270050572), ('testament', 12.384550834145488), ('photopathic', 13.261561798352673), ('epistemonic', 13.275266728915446), ('oviculum', 13.31507117975666), ('unquiescence', 14.26368194083717), ('moralistic', 14.277128046020415), ('dialectic', 14.280454370067915), ('myelocytic', 14.28681644277511), ('philosophically', 14.31692898712041), ('dentinoblast', 15.187723882175753), ('proletarianism', 15.2189537231859), ('dunderheadedness', 16.169448805961803), ('spectroradiometry', 16.184354354734097)]",tyapdamsnt,testament,,5.62341325190349,lexicon_preproc_time,0.0003321690019220114,3010.515714030372
beam_forward_backward,20,161,10,200.0,1.0,"[('testament', 5.0), ('sawder', 8.0), ('myelocytic', 9.0), ('dialectic', 9.0), ('wallop', 9.0), ('sothiac', 9.0), ('hurroosh', 9.0), ('lithodesma', 9.0), ('epistemonic', 9.0), ('cinter', 10.0), ('moralistic', 10.0), ('oviculum', 10.0), ('wheeled', 10.0), ('photopathic', 10.0), ('dentinoblast', 10.0), ('unquiescence', 12.0), ('proletarianism', 12.0), ('philosophically', 15.0), ('dunderheadedness', 15.0), ('spectroradiometry', 17.0)]",tyapdamsnt,testament,,0.0,lexicon_preproc_time,0.0015588930109515786,641.4808411961386
beam_forward_backward,20,161,10,200.0,0.0,"[('wheeled', 10.437122803145462), ('sothiac', 10.44770104393335), ('sawder', 10.478609879776803), ('hurroosh', 10.500955678164024), ('dialectic', 11.388456178832804), ('cinter', 11.413330392490998), ('wallop', 11.422156443213892), ('myelocytic', 11.452148622184458), ('lithodesma', 12.285002750824837), ('photopathic', 12.36467988582963), ('testament', 12.384550834145488), ('epistemonic', 13.275266728915446), ('oviculum', 13.288275194144648), ('unquiescence', 13.334965323725175), ('philosophically', 14.242408627080511), ('moralistic', 14.277128046020415), ('dentinoblast', 15.187723882175753), ('proletarianism', 15.2189537231859), ('dunderheadedness', 16.169448805961803), ('spectroradiometry', 16.184354354734097)]",tyapdamsnt,testament,,5.62341325190349,lexicon_preproc_time,0.0016260709962807596,614.9792981285908
edit_graph,20,147,12,,,"[('shovelhead', 5.0)]",drshhvelkeab,shovelhead,13.0,,lexicon_preproc_time,0.005797602992970496,172.48507723148418
edit_graph,20,147,12,,,"[('shovelhead', 4.82057667)]",drshhvelkeab,shovelhead,13.0,100.0,lexicon_preproc_time,2.5497015559813008,0.39220276492914136
beam,20,147,12,10.0,0.0,"[('dishelm', 7.0), ('dukeship', 10.0)]",drshhvelkeab,shovelhead,,0.0,lexicon_preproc_time,0.00033633795101195574,2973.200012045186
beam,20,147,12,10.0,0.0,"[('bullyrag', 12.463025641941524), ('ferulic', 15.365069742951496), ('monitorial', 18.238288719681798), ('contentional', 19.192237402909946)]",drshhvelkeab,shovelhead,,100.0,lexicon_preproc_time,0.00026522198459133506,3770.4265034470695
beam_forward_backward,20,147,12,10.0,1.0,"[('shovelhead', 5.0), ('dishelm', 7.0), ('dukeship', 10.0), ('bullyrag', 10.0)]",drshhvelkeab,shovelhead,,0.0,lexicon_preproc_time,0.0013029790134169161,767.4720695443991
beam_forward_backward,20,147,12,10.0,0.0,"[('bullyrag', 12.463025641941524), ('ferulic', 15.365069742951496), ('legionnaire', 16.298429974731278), ('antierosion', 17.26386217618159), ('monitorial', 18.238288719681798), ('contentional', 19.192237402909946)]",drshhvelkeab,shovelhead,,100.0,lexicon_preproc_time,0.0012858459958806634,777.698109418702
beam,20,147,12,20.0,0.0,"[('dishelm', 7.0), ('dukeship', 10.0), ('resignedly', 11.0)]",drshhvelkeab,shovelhead,,0.0,lexicon_preproc_time,0.0002583790337666869,3870.2830698832463
beam,20,147,12,20.0,0.0,"[('bullyrag', 12.463025641941524), ('humblehearted', 13.426471326881291), ('dishelm', 14.401219501857614), ('ferulic', 15.365069742951496), ('homomorpha', 17.272807955413423), ('monitorial', 18.238288719681798), ('contentional', 19.192237402909946)]",drshhvelkeab,shovelhead,,100.0,lexicon_preproc_time,0.0002609739894978702,3831.799490531837
beam_forward_backward,20,147,12,20.0,1.0,"[('shovelhead', 5.0), ('dishelm', 7.0), ('dukeship', 10.0), ('bullyrag', 10.0), ('resignedly', 11.0), ('homomorpha', 11.0)]",drshhvelkeab,shovelhead,,0.0,lexicon_preproc_time,0.001271328015718609,786.5790634958651
beam_forward_backward,20,147,12,20.0,0.0,"[('bullyrag', 12.463025641941524), ('humblehearted', 13.426471326881291), ('resignedly', 14.385309104406376), ('fluidize', 14.396169998605794), ('dishelm', 14.401219501857614), ('aleuroscope', 15.349078249955697), ('ferulic', 15.365069742951496), ('legionnaire', 16.298429974731278), ('antierosion', 17.26386217618159), ('homomorpha', 17.272807955413423), ('monitorial', 18.238288719681798), ('contentional', 19.192237402909946)]",drshhvelkeab,shovelhead,,100.0,lexicon_preproc_time,0.00127303198678419,785.526216451248
beam,20,147,12,50.0,1.0,"[('shovelhead', 5.0), ('dishelm', 7.0), ('dukeship', 10.0), ('resignedly', 10.0), ('stiff', 11.0), ('gustativeness', 12.0), ('aleuroscope', 16.0)]",drshhvelkeab,shovelhead,,0.0,lexicon_preproc_time,0.00025831902166828513,3871.18220540541
beam,20,147,12,50.0,0.0,"[('bullyrag', 12.463025641941524), ('humblehearted', 13.426471326881291), ('shovelhead', 13.431138070504842), ('bailie', 13.443155219441488), ('fluidize', 14.398748847296664), ('dishelm', 14.407032006152061), ('resignedly', 15.350844144279463), ('ferulic', 15.365069742951496), ('legionnaire', 16.298429974731274), ('homomorpha', 16.30186774548237), ('monitorial', 16.304568668374145), ('aleuroscope', 16.3135622333125), ('antierosion', 18.23948692874988), ('contentional', 19.192237402909946)]",drshhvelkeab,shovelhead,,100.0,lexicon_preproc_time,0.0002641910105012357,3785.1401457708666
beam_forward_backward,20,147,12,50.0,1.0,"[('shovelhead', 5.0), ('dishelm', 7.0), ('dukeship', 10.0), ('resignedly', 10.0), ('bullyrag', 10.0), ('bailie', 10.0), ('stiff', 11.0), ('gustativeness', 11.0), ('homomorpha', 11.0), ('monitorial', 11.0), ('humblehearted', 12.0), ('aleuroscope', 16.0)]",drshhvelkeab,shovelhead,,0.0,lexicon_preproc_time,0.0012704470427706838,787.1245052600751
beam_forward_backward,20,147,12,50.0,0.0,"[('bullyrag', 12.463025641941524), ('humblehearted', 13.412989018134502), ('shovelhead', 13.431138070504842), ('bailie', 13.441710743715076), ('dishelm', 13.443489628212204), ('resignedly', 14.385309104406376), ('fluidize', 14.394735856714897), ('topic', 14.408759151725596), ('ferulic', 14.41122145072467), ('homomorpha', 15.340801323406428), ('aleuroscope', 15.346806548900652), ('ectostosis', 15.354606454576695), ('legionnaire', 16.298429974731274), ('monitorial', 16.304568668374145), ('antierosion', 17.26386217618159), ('contentional', 19.188961305416015)]",drshhvelkeab,shovelhead,,100.0,lexicon_preproc_time,0.0012785019935108721,782.1653818887817
beam,20,147,12,100.0,1.0,"[('shovelhead', 5.0), ('dishelm', 7.0), ('dukeship', 10.0), ('resignedly', 10.0), ('bailie', 10.0), ('bullyrag', 10.0), ('stiff', 11.0), ('yirth', 11.0), ('ferulic', 11.0), ('gustativeness', 12.0), ('homomorpha', 12.0), ('antierosion', 12.0), ('humblehearted', 12.0), ('contentional', 13.0), ('aleuroscope', 14.0), ('legionnaire', 15.0)]",drshhvelkeab,shovelhead,,0.0,lexicon_preproc_time,0.00026394997257739305,3788.5967186709554
beam,20,147,12,100.0,0.0,"[('bullyrag', 12.463025641941524), ('humblehearted', 13.426471326881291), ('shovelhead', 13.431138070504842), ('bailie', 13.43886560681894), ('yirth', 13.454857032995774), ('aleuroscope', 14.386330071435804), ('fluidize', 14.39247050457467), ('dishelm', 14.3995606195707), ('topic', 14.417177198442019), ('resignedly', 15.349622671446255), ('ectostosis', 15.356723905251773), ('gustativeness', 15.35987245579381), ('ferulic', 15.363420888752033), ('dukeship', 15.375516185920237), ('legionnaire', 16.298429974731274), ('homomorpha', 16.30186774548237), ('monitorial', 16.304568668374145), ('antierosion', 17.26980577156227), ('contentional', 19.192237402909946)]",drshhvelkeab,shovelhead,,100.0,lexicon_preproc_time,0.00026498199440538883,3773.841321724399
beam_forward_backward,20,147,12,100.0,1.0,"[('shovelhead', 5.0), ('dishelm', 7.0), ('dukeship', 10.0), ('resignedly', 10.0), ('bailie', 10.0), ('bullyrag', 10.0), ('stiff', 11.0), ('yirth', 11.0), ('ferulic', 11.0), ('gustativeness', 11.0), ('homomorpha', 11.0), ('contentional', 11.0), ('monitorial', 11.0), ('fluidize', 11.0), ('antierosion', 12.0), ('humblehearted', 12.0), ('aleuroscope', 12.0), ('legionnaire', 12.0)]",drshhvelkeab,shovelhead,,0.0,lexicon_preproc_time,0.0012890420039184391,775.7699104918171
beam_forward_backward,20,147,12,100.0,0.0,"[('bullyrag', 12.463025641941524), ('dukeship', 12.489707447364596), ('humblehearted', 13.412989018134502), ('shovelhead', 13.431138070504842), ('bailie', 13.437216752619479), ('dishelm', 13.442526727723134), ('yirth', 13.450677430693759), ('resignedly', 14.385309104406376), ('aleuroscope', 14.386330071435804), ('fluidize', 14.39247050457467), ('stiff', 14.408173387268024), ('topic', 14.408759151725596), ('homomorpha', 15.340801323406428), ('ectostosis', 15.354606454576695), ('gustativeness', 15.35987245579381), ('ferulic', 15.363420888752033), ('legionnaire', 16.298429974731274), ('monitorial', 16.304568668374145), ('antierosion', 17.26386217618159), ('contentional', 19.188961305416015)]",drshhvelkeab,shovelhead,,100.0,lexicon_preproc_time,0.0012871479848399758,776.9114443544925
beam,20,147,12,200.0,1.0,"[('shovelhead', 5.0), ('dishelm', 7.0), ('dukeship', 10.0), ('resignedly', 10.0), ('bailie', 10.0), ('bullyrag', 10.0), ('stiff', 11.0), ('yirth', 11.0), ('ferulic', 11.0), ('fluidize', 11.0), ('contentional', 11.0), ('homomorpha', 11.0), ('monitorial', 11.0), ('aleuroscope', 12.0), ('antierosion', 12.0), ('ectostosis', 12.0), ('legionnaire', 12.0), ('topic', 12.0), ('gustativeness', 12.0), ('humblehearted', 12.0)]",drshhvelkeab,shovelhead,,0.0,lexicon_preproc_time,0.00027179502649232745,3679.2431889044487
beam,20,147,12,200.0,0.0,"[('bullyrag', 12.463025641941524), ('humblehearted', 13.426471326881291), ('shovelhead', 13.431138070504842), ('bailie', 13.437216752619475), ('yirth', 13.450677430693757), ('aleuroscope', 14.386330071435804), ('fluidize', 14.39247050457467), ('dishelm', 14.3995606195707), ('stiff', 14.408173387268022), ('topic', 14.408759151725594), ('resignedly', 15.349622671446255), ('ectostosis', 15.356723905251773), ('gustativeness', 15.35987245579381), ('ferulic', 15.363420888752033), ('dukeship', 15.376695451496731), ('legionnaire', 16.298429974731274), ('homomorpha', 16.30186774548237), ('monitorial', 16.304568668374145), ('antierosion', 17.26386217618159), ('contentional', 19.192237402909946)]",drshhvelkeab,shovelhead,,100.0,lexicon_preproc_time,0.0002618660219013691,3818.7466733528586
beam_forward_backward,20,147,12,200.0,1.0,"[('shovelhead', 5.0), ('dishelm', 7.0), ('dukeship', 10.0), ('resignedly', 10.0), ('bailie', 10.0), ('bullyrag', 10.0), ('stiff', 11.0), ('yirth', 11.0), ('ferulic', 11.0), ('fluidize', 11.0), ('contentional', 11.0), ('homomorpha', 11.0), ('monitorial', 11.0), ('gustativeness', 11.0), ('aleuroscope', 12.0), ('antierosion', 12.0), ('ectostosis', 12.0), ('legionnaire', 12.0), ('topic', 12.0), ('humblehearted', 12.0)]",drshhvelkeab,shovelhead,,0.0,lexicon_preproc_time,0.0012839119881391525,778.8695870418326
beam_forward_backward,20,147,12,200.0,0.0,"[('bullyrag', 12.463025641941524), ('dukeship', 12.489707447364596), ('humblehearted', 13.412989018134502), ('shovelhead', 13.431138070504842), ('bailie', 13.437216752619475), ('yirth', 13.450677430693757), ('resignedly', 14.385309104406376), ('aleuroscope', 14.386330071435804), ('fluidize', 14.39247050457467), ('dishelm', 14.393748115276251), ('stiff', 14.408173387268022), ('topic', 14.408759151725594), ('homomorpha', 15.340801323406428), ('ectostosis', 15.354606454576695), ('gustativeness', 15.35987245579381), ('ferulic', 15.363420888752033), ('legionnaire', 16.298429974731274), ('monitorial', 16.304568668374145), ('antierosion', 17.26386217618159), ('contentional', 19.188961305416015)]",drshhvelkeab,shovelhead,,100.0,lexicon_preproc_time,0.0012805559672415257,780.9108118516073
edit_graph,20,147,8,,,"[('topic', 5.0)]",zioipudc,topic,13.0,,lexicon_preproc_time,0.0057453339686617255,174.0542856959336
edit_graph,20,147,8,,,"[('topic', 4.80538368)]",zioipudc,topic,13.0,100.0,lexicon_preproc_time,2.4834735540207475,0.4026618275765403
beam,20,147,8,10.0,0.0,"[('dishelm', 7.0), ('contentional', 12.0)]",zioipudc,topic,,0.0,lexicon_preproc_time,0.00033755903132259846,2962.4448087846295
beam,20,147,8,10.0,0.0,"[('monitorial', 12.452510082237797), ('homomorpha', 13.41779914703345), ('contentional', 14.362215337833991)]",zioipudc,topic,,100.0,lexicon_preproc_time,0.00025748804910108447,3883.6753918913755
beam_forward_backward,20,147,8,10.0,1.0,"[('topic', 5.0), ('dishelm', 7.0), ('ferulic', 8.0), ('homomorpha', 9.0), ('contentional', 12.0)]",zioipudc,topic,,0.0,lexicon_preproc_time,0.0012982090120203793,770.2919874540988
beam_forward_backward,20,147,8,10.0,0.0,"[('resignedly', 11.49870326642513), ('monitorial', 12.452510082237797), ('antierosion', 13.415783987873233), ('homomorpha', 13.41779914703345), ('contentional', 14.362215337833991)]",zioipudc,topic,,100.0,lexicon_preproc_time,0.0012683130335062742,788.4488872872985
beam,20,147,8,20.0,0.0,"[('dishelm', 7.0), ('yirth', 7.0), ('antierosion', 10.0), ('contentional', 12.0)]",zioipudc,topic,,0.0,lexicon_preproc_time,0.00026310799876227975,3800.7206345083728
beam,20,147,8,20.0,0.0,"[('monitorial', 12.452510082237797), ('ectostosis', 12.463279935036669), ('homomorpha', 13.41779914703345), ('contentional', 14.362215337833991)]",zioipudc,topic,,100.0,lexicon_preproc_time,0.0002530900528654456,3951.162792366424
